location_id,is-verified,is-hidden,is-location-screening-patients,is-location-collecting-specimens,location-name,location-address-street,location-address-locality,location-address-region,location-address-postal-code,lat,lng,location-place-of-service-type,location-contact-phone-main,location-contact-url-main,location-hours-of-operation,is-location-accepting-third-party-orders-for-testing,is-location-only-testing-patients-that-meet-criteria,is-location-by-appointment-only,location-contact-phone-appointments,location-contact-url-appointments,location-specific-testing-criteria,additional-information-for-patients,data-source
7a33473f-7922-46f2-ad5c-559565954ce2,TRUE,FALSE,TRUE,TRUE,Klukwan Health Center,11 Chilkat Avenue,Klukwan,AK,99827,59.399246,-135.88419,Health Center,907-766-6300,https://searhc.org/location/searhc-klukwan-clinic/,,FALSE,TRUE,TRUE,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider site
aaf04c7b-0714-45e4-a048-9c740b807a5d,TRUE,FALSE,TRUE,TRUE,Pelican Health Center,101 Salmon Way,Pelican,AK,99832,57.960506,-136.22934,Health Center,907-735-2250,https://searhc.org/location/pelican-health-center/,,FALSE,TRUE,TRUE,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider site
46211cc4-3aa8-4703-b4f2-4d1ee9375581,TRUE,FALSE,TRUE,TRUE,Petersburg Medical Center,103 Fram St.,Petersburg,AK,99833,56.812466,-132.95596,Medical Center,907-7724291,https://searhc.org/community/petersburg/,,FALSE,TRUE,TRUE,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider site
8585027f-4e17-4f7b-8457-9aaf8c9af743,TRUE,FALSE,TRUE,TRUE,Mountainside Family Clinic,209 Moller Avenue,Sitka,AK,99835,57.059437,-135.3439,Clinic,907-747-1722,https://searhc.org/location/mountainside-family-clinic/,,FALSE,TRUE,TRUE,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider site
398ce34d-4204-45b6-b3f0-8020a7c798e1,TRUE,FALSE,TRUE,TRUE,Mountainside Urgent Care,814 Halibut Point Rd.,Sitka,AK,99835,57.059532,-135.34814,Urgent Care,907-966-9777,https://searhc.org/location/mountainside-urgent-care/,,FALSE,TRUE,TRUE,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider site
ffdca4ec-5bb4-47ab-8134-ac94a94080f1,TRUE,FALSE,TRUE,TRUE,Mt. Edgecumbe Medical Center Primary Care,222 Tongass Dr,Sitka,AK,99835,,,Medical Center,907-966-8318,https://searhc.org/location/mt-edgecumbe-primary-care/,,FALSE,TRUE,TRUE,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider site
19db4015-c657-4034-91e3-a0faf0d55716,TRUE,FALSE,TRUE,TRUE,Sitka Medical Center (SMC),"700 Katlian Street, Suite E",Sitka,AK,99835,57.056065,-135.34824,Medical Center,907-966-8761,https://searhc.org/location/sitka-medical-center-smc/,,FALSE,TRUE,TRUE,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider site
ccaec67f-f88d-496b-88cb-920d4f3bb639,TRUE,FALSE,TRUE,TRUE,Thorne Bay Health Center,120 Freeman,Thorne Bay,AK,99919,55.68749,-132.52379,Health Center,877-755-4800,https://searhc.org/location/thorne-bay-clinic/,,FALSE,TRUE,TRUE,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider site
1157813e-72cc-42ba-8929-8e8a9cb38095,TRUE,FALSE,TRUE,TRUE,Alaska Island Community Services (AICS) Medical Clinic,232 Wood St,Wrangell,AK,99929,,,Clinic,907-874-4700,https://searhc.org/location/aics-medical-clinic/,,FALSE,TRUE,TRUE,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider site
2e2e886c-dfe3-4147-82b7-064094c33a03,TRUE,FALSE,TRUE,TRUE,Providence Seward Medical Center,417 1st Avenue,Seward,AK,99664,60.105114,-149.44545,Medical Center,907-224-5205,https://alaska.providence.org/locations/p/psmcc,,FALSE,TRUE,TRUE,907-224-5205,https://virtual.providence.org/,https://www.providence.org/patients-and-visitors/coronavirus-advisory,,provider site
c9c21951-6a9c-41ed-aa2e-7c6984cbbdd5,TRUE,FALSE,TRUE,TRUE,Providence Valdez Medical Center,911 Meals Ave,Valdez,AK,99686,,,Medical Center,907-835-2249,https://alaska.providence.org/locations/p/pvmc,,FALSE,TRUE,TRUE,907-835-2249,https://virtual.providence.org/,https://www.providence.org/patients-and-visitors/coronavirus-advisory,,provider site
a3b3214a-e128-4c68-ac18-a467482f1ab8,TRUE,FALSE,TRUE,TRUE,Providence Alaska Medical Center,3200 Providence Drive,Anchorage,AK,99508,61.189842,-149.81894,Medical Center,907-562-2211,https://alaska.providence.org/locations/p/pamc,,FALSE,TRUE,TRUE,907-562-2211,https://virtual.providence.org/,https://www.providence.org/patients-and-visitors/coronavirus-advisory,,provider site
9865dfd6-878d-47c1-8a1d-fc29f2427dac,TRUE,FALSE,TRUE,TRUE,Providence Kodiak Island Medical Center,1915 East Rezanof Drive,Kodiak Island,AK,99615,57.80065,-152.3742,Medical Center,907-486-9500,https://alaska.providence.org/locations/p/pkimc,,FALSE,TRUE,TRUE,907-486-9500,https://virtual.providence.org/,https://www.providence.org/patients-and-visitors/coronavirus-advisory,,provider site
823ece97-d901-4dd6-9a4e-b5a86d61230e,TRUE,FALSE,FALSE,FALSE,State of Alaska Health And Social Services,3601 C Street,Anchorage,AK,99811,61.18746,-149.88658,Public Health Department,907-334-2260,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/default.aspx,,FALSE,TRUE,TRUE,1-800-499-2964,,,"We serve 280 small communities and villages. If you do not know which health center is nearest you, please call 907-465-3150 or toll-free 1-800-499-2964.",website
ff18e912-fe0f-4823-a4cb-698e3f92a345,TRUE,FALSE,TRUE,TRUE,Bethel Center and Itinerant Nursing Services,1490 State Hwy,Bethel,AK,99559,,,Health Center,907-543-2110,http://dhss.alaska.gov/dph/Nursing/Pages/South%20Central%20Public%20Health%20Center%20Pages/Bethel-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
372769c0-2497-4353-8a4f-035e9e575852,TRUE,FALSE,TRUE,TRUE,Craig Public Health Center,1800 Craig Klawock Highway,Craig,AK,99921,,,Health Center,907-826-3433,http://dhss.alaska.gov/dph/Nursing/Pages/Southeast%20Region%20Public%20Health%20Center%20Pages/Craig-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
246a7bbc-0da9-45bd-b938-29aa7786e930,TRUE,FALSE,TRUE,TRUE,Dillingham Public Health Center,125 Main Street,Dillingham,AK,99576,59.040104,-158.45766,Health Center,907-842-5981,http://dhss.alaska.gov/dph/Nursing/Pages/South%20Central%20Public%20Health%20Center%20Pages/Dillingham-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
f3b0e074-cae6-4e66-bb4e-1896c8c2792b,TRUE,FALSE,TRUE,TRUE,Fairbanks Regional Public Health Center Interior Region,1025 W Barnette St,Fairbanks,AK,99701,64.838806,-147.72575,Health Center,907-452-1776,http://dhss.alaska.gov/dph/Nursing/Pages/Frontier%20Region%20Public%20Health%20Center%20Pages/Fairbanks-Regional-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
1bdc85fe-42da-46a2-9c61-3fa382396d78,TRUE,FALSE,TRUE,TRUE,Homer Public Health Center,195 E Bunnell Ave Ste C,Homer,AK,99603,,,Health Center,907-235-8857,http://dhss.alaska.gov/dph/Nursing/Pages/Homer-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
f01b747c-6bda-4682-b95b-259a1def3e32,TRUE,FALSE,TRUE,TRUE,Juneau Public Health Center,3412 Glacier Hwy,Juneau,AK,99801,58.3324,-134.47186,Health Center,907-465-3353,http://dhss.alaska.gov/dph/Nursing/Pages/Southeast%20Region%20Public%20Health%20Center%20Pages/Juneau-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
ef3bcc68-c880-4010-93cb-ce17c51d4fd2,TRUE,FALSE,TRUE,TRUE,Kenai Public Health Center,630 Barnacle Way Ste A,Kenai,AK,99611,,,Health Center,907-335-3400,http://dhss.alaska.gov/dph/Nursing/Pages/Kenai-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
b344c414-3a27-4ab9-b9d9-d7e6ea9c2bd0,TRUE,FALSE,TRUE,TRUE,Ketchikan Public Health Center,605 Gateway Court,Ketchikan,AK,99901,,,Health Center,907-225-4350,http://dhss.alaska.gov/dph/Nursing/Pages/Southeast%20Region%20Public%20Health%20Center%20Pages/Ketchikan-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
cd087680-711e-446e-a44d-669629b9ddcc,TRUE,FALSE,TRUE,TRUE,Kodiak Public Health Center,316 Mission Rd Ste 207,Kodiak,AK,99615,57.787464,-152.405,Health Center,907-486-3319,http://dhss.alaska.gov/dph/Nursing/Pages/South%20Central%20Public%20Health%20Center%20Pages/Kodiak-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
ba531cc4-4e57-45d4-b688-bf2123c2e591,TRUE,FALSE,TRUE,TRUE,Matanuska-Susitna (Mat-Su-Public Health Center,3223 E Palmer Wasilla Hwy Ste 3,Wasilla,AK,99654,61.585106,-149.36925,Health Center,907-352-6600,http://dhss.alaska.gov/dph/Nursing/Pages/Mat-Su-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
2f6e1490-eb3f-4654-8cb7-7a1d67913abd,TRUE,FALSE,TRUE,TRUE,Nome Public Health Center,607 Division St,Nome,AK,99762,,,Health Center,907-443-3221,http://dhss.alaska.gov/dph/Nursing/Pages/South%20Central%20Public%20Health%20Center%20Pages/Nome-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
158fa381-2155-459d-b8ab-76dd849cdd30,TRUE,FALSE,TRUE,TRUE,Petersburg Public Health Center,103 Fram Street ,Petersburg,AK,99833,56.812466,-132.95596,Health Center,907-772-4611,http://dhss.alaska.gov/dph/Nursing/Pages/Southeast%20Region%20Public%20Health%20Center%20Pages/Petersburg-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
fa177246-6c92-409a-88bd-55a4fefd0320,TRUE,FALSE,TRUE,TRUE,Sitka Public Helath Center,210 Moller Ave,Sitka,AK,99835,,,Health Center,907-747-3255,http://dhss.alaska.gov/dph/Nursing/Pages/Southeast%20Region%20Public%20Health%20Center%20Pages/Sitka-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
b389487b-e70e-4eda-95fd-aef499791bb7,TRUE,FALSE,TRUE,TRUE,Tok Public Health Center,1314 Alaska Highway,Tok,AK,99780,,,Health Center,907-883-4101,http://dhss.alaska.gov/dph/Nursing/Pages/Frontier%20Region%20Public%20Health%20Center%20Pages/Tok-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
7815b64c-31c5-46ee-ba88-764a26abbf2b,TRUE,FALSE,TRUE,TRUE,Valdez Public Health Center,1001 Meals Ave,Valdez,AK,99686,,,Health Center,907-835-4612,http://dhss.alaska.gov/dph/Nursing/Pages/Valdez-Public-Health-Center.aspx,,FALSE,TRUE,TRUE,,,,,website
1b88ab7b-009b-4b7e-8e4d-01bb5e538cda,TRUE,FALSE,TRUE,TRUE,Jefferson County Department of Public Health,1400 6th Avenue South,Birmingham,AL,35233,,,Public Health Department,205-933-9110,http://www.jcdh.org/,All Centers are open 7:45am to 4:30pm. Phone lines for clinic appointments open at 7:00am Monday through Friday.,FALSE,TRUE,TRUE,205-930-1135,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If you are a patient and need to reach your health care team after business hours for non-life threatening conditions, call 205-588-5234. For Medical Emergencies dial 911.",website
66ae5bb7-e793-4012-8902-e39a64c08815,TRUE,FALSE,TRUE,TRUE,Eastern Health Center,601 West Blvd Roebuck,Birmingham,AL,35206,,,Health Center,205-588-5234,http://www.jcdh.org/SitePages/Programs-Services/Clinics/Clinics.aspx,All Centers are open 7:45am to 4:30pm. Phone lines for clinic appointments open at 7:00am Monday through Friday.,FALSE,TRUE,TRUE,205-591-5180,,,"If you are a patient and need to reach your health care team after business hours for non-life threatening conditions, call 205-588-5234. For Medical Emergencies dial 911.",website
e4f91ecd-dc54-4a95-8acb-d36b5f1eb9a1,TRUE,FALSE,TRUE,TRUE,Western Health Center,631 Bessemer Super Hwy,Midfield,AL,35228,33.45016,-86.925575,Health Center,205-588-5234,http://www.jcdh.org/SitePages/Programs-Services/Clinics/Clinics.aspx,All Centers are open 7:45am to 4:30pm. Phone lines for clinic appointments open at 7:00am Monday through Friday.,FALSE,TRUE,TRUE,205-715-6121,,,"If you are a patient and need to reach your health care team after business hours for non-life threatening conditions, call 205-588-5234. For Medical Emergencies dial 911.",website
70bbee78-1421-4e7a-827e-0b42d299ca8f,TRUE,FALSE,TRUE,FALSE,Escambia County Health Department,1115 Azalea Place,Brewton,AL,,31.124348,-87.07426,Public Health Department,251-867-5765,http://www.adph.org/escambia/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,251-867-5765,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
5cb5607f-3cd4-4c1f-9b3e-79f1da83598f,TRUE,FALSE,TRUE,FALSE,Washington County Health Department,14900 Saint Stephens Avenue,Chatom,AL,,,,Public Health Department,251-847-2245,http://www.adph.org/washington/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,251-847-2245,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
61524d3c-5b49-458b-b9f5-468719ccaaab,TRUE,FALSE,TRUE,FALSE,Morgan County Health Department,510 Cherry Street Northeast,Decatur,AL,,34.60705,-86.98168,Public Health Department,256-353-7021,http://www.adph.org/morgan/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,256-353-7021,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
aba27fbd-231c-4930-ab62-1613c3210183,TRUE,FALSE,TRUE,FALSE,Conecuh County Health Department,102 Wild Avenue,Evergreen,AL,,31.44684,-86.962456,Public Health Department,251-578-1952,http://www.adph.org/conecuh/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,251-578-1952,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
2ac57981-0b2d-40bb-a111-765aed8d8918,TRUE,FALSE,TRUE,FALSE,Butler County Health Department,350 Airport Road,Greenville,AL,,,,Public Health Department,334-382-3154,http://www.adph.org/butler/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,334-382-3154,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
4411e2c1-e641-47dc-a1ce-8770eb4da552,TRUE,FALSE,TRUE,FALSE,Marshall County Health Department,150 Bluff Road,Guntersville,AL,,34.30837,-86.27946,Public Health Department,256-582-3174,http://www.adph.org/marshall/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,256-582-3174,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
303d9494-5846-4c2b-9f64-bb617386e435,TRUE,FALSE,TRUE,FALSE,Marion County Health Department,2448 Military Street South,Hamilton,AL,,34.116013,-87.989494,Public Health Department,205-921-3118,http://adph.org/marion/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,205-921-3118,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
25fbcc61-75e7-4eba-b98c-a5b49be9546a,TRUE,FALSE,TRUE,FALSE,Madison County Health Department,301 Max Luther Drive Northwest,Huntsville,AL,,34.75803,-86.58319,Public Health Department,256-533-3711,http://www.adph.org/madison/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,256-533-3711,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
fdf2fc47-181f-45f8-9396-68614a48b6e5,TRUE,FALSE,TRUE,FALSE,Marengo County Health Department,303 Industrial Drive,Linden,AL,,,,Public Health Department,334-295-4205,http://www.adph.org/marengo/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,334-295-4205,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
e0431979-5333-4f8d-842a-751ea9f139ea,TRUE,FALSE,TRUE,FALSE,Perry County Health Department,County Road 45,Marion,AL,,,,Public Health Department,334-683-6153,http://www.adph.org/perry/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,334-683-6153,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
2e9c4a23-a973-4468-8140-cc9b2066273b,TRUE,FALSE,TRUE,FALSE,Mobile County Health Department,251 North Bayou Street,Mobile,AL,,30.692268,-88.05468,Public Health Department,251-690-8158,http://www.mobilecountyhealth.org/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,251-690-8158,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
f944d0f3-add8-4c2d-bac7-8c492dff0156,TRUE,FALSE,TRUE,TRUE,Alabama Department of Public Health,201 Monroe Street,Montgomery,AL,36104,32.3787,-86.30618,Public Health Department,334-206-5300,http://www.alabamapublichealth.gov/,Weekdays 8 a.m. - 5 p.m.,TRUE,FALSE,TRUE,1-888-264-2256,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
75843780-3856-4220-b9cb-1d0422c70dea,TRUE,FALSE,TRUE,FALSE,Elmore County Health Department,2500 Fairlane Drive,Montgomery,AL,,32.33194,-86.23402,Public Health Department,334-277-8464,http://www.adph.org/elmore/,Weekdays 8 a.m. - 5 p.m.,FALSE,TRUE,TRUE,334-277-8464,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",website
